timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T15:58:21.249379,pg,50,count_1year,1,25.793,1
2025-11-08T15:58:22.704335,pg,50,count_1year,2,27.455,1
2025-11-08T15:58:24.704096,pg,50,count_1year,3,29.404,1
2025-11-08T15:58:26.398958,pg,50,count_1year,4,34.133,1
2025-11-08T15:58:27.763237,pg,50,count_1year,5,25.629,1
2025-11-08T15:58:28.800747,pg,50,count_1year,6,32.595,1
2025-11-08T15:58:30.247346,pg,50,count_1year,7,25.010,1
2025-11-08T15:58:31.530079,pg,50,count_1year,8,24.422,1
2025-11-08T15:58:32.742337,pg,50,count_1year,9,28.399,1
2025-11-08T15:58:34.002923,pg,50,count_1year,10,25.360,1
