timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:01:39.235218,pg,100,humid_cold,1,50.075,1
2025-11-08T16:01:40.495654,pg,100,humid_cold,2,57.151,1
2025-11-08T16:01:41.544670,pg,100,humid_cold,3,51.414,1
2025-11-08T16:01:42.808522,pg,100,humid_cold,4,49.212,1
2025-11-08T16:01:44.113247,pg,100,humid_cold,5,42.826,1
2025-11-08T16:01:45.530606,pg,100,humid_cold,6,48.030,1
2025-11-08T16:01:46.778037,pg,100,humid_cold,7,49.080,1
2025-11-08T16:01:48.263161,pg,100,humid_cold,8,49.348,1
2025-11-08T16:01:49.898375,pg,100,humid_cold,9,41.721,1
2025-11-08T16:01:51.647988,pg,100,humid_cold,10,44.460,1
