timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:09:17.821619,ts,100,downsample_ts_day,1,10.126,31
2025-11-08T16:09:18.474302,ts,100,downsample_ts_day,2,3.776,31
2025-11-08T16:09:19.379509,ts,100,downsample_ts_day,3,3.281,31
2025-11-08T16:09:20.442861,ts,100,downsample_ts_day,4,2.821,31
2025-11-08T16:09:22.138053,ts,100,downsample_ts_day,5,2.374,31
2025-11-08T16:09:23.276580,ts,100,downsample_ts_day,6,2.470,31
2025-11-08T16:09:25.073260,ts,100,downsample_ts_day,7,3.169,31
2025-11-08T16:09:27.805571,ts,100,downsample_ts_day,8,2.532,31
2025-11-08T16:09:29.740489,ts,100,downsample_ts_day,9,2.347,31
2025-11-08T16:09:31.202067,ts,100,downsample_ts_day,10,3.958,31
