timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:02:48.473368,ts,1,humid_hot,1,9.328,1
2025-11-08T16:02:49.377427,ts,1,humid_hot,2,2.547,1
2025-11-08T16:02:50.371304,ts,1,humid_hot,3,2.050,1
2025-11-08T16:02:52.216844,ts,1,humid_hot,4,1.659,1
2025-11-08T16:02:52.992866,ts,1,humid_hot,5,1.437,1
2025-11-08T16:02:53.886208,ts,1,humid_hot,6,1.523,1
2025-11-08T16:02:54.805726,ts,1,humid_hot,7,1.993,1
2025-11-08T16:02:56.178918,ts,1,humid_hot,8,1.447,1
2025-11-08T16:02:58.182130,ts,1,humid_hot,9,2.658,1
2025-11-08T16:02:59.663898,ts,1,humid_hot,10,1.759,1
