timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T15:58:07.639258,pg,50,count_1month,1,25.578,1
2025-11-08T15:58:09.270528,pg,50,count_1month,2,39.152,1
2025-11-08T15:58:10.075087,pg,50,count_1month,3,24.813,1
2025-11-08T15:58:11.337347,pg,50,count_1month,4,26.190,1
2025-11-08T15:58:12.838206,pg,50,count_1month,5,29.252,1
2025-11-08T15:58:14.422654,pg,50,count_1month,6,26.889,1
2025-11-08T15:58:16.111159,pg,50,count_1month,7,38.428,1
2025-11-08T15:58:17.301059,pg,50,count_1month,8,24.893,1
2025-11-08T15:58:18.360624,pg,50,count_1month,9,26.158,1
2025-11-08T15:58:19.547615,pg,50,count_1month,10,23.684,1
