timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T15:55:34.153641,pg,10,count_1month,1,4.762,1
2025-11-08T15:55:35.232387,pg,10,count_1month,2,5.231,1
2025-11-08T15:55:36.341258,pg,10,count_1month,3,4.811,1
2025-11-08T15:55:37.363391,pg,10,count_1month,4,6.242,1
2025-11-08T15:55:38.527195,pg,10,count_1month,5,7.216,1
2025-11-08T15:55:39.680171,pg,10,count_1month,6,6.081,1
2025-11-08T15:55:40.821438,pg,10,count_1month,7,6.550,1
2025-11-08T15:55:42.416268,pg,10,count_1month,8,4.777,1
2025-11-08T15:55:43.248106,pg,10,count_1month,9,6.426,1
2025-11-08T15:55:44.903978,pg,10,count_1month,10,4.368,1
