timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T15:58:35.009139,pg,50,downsample_pg_day,1,28.139,31
2025-11-08T15:58:36.148045,pg,50,downsample_pg_day,2,28.437,31
2025-11-08T15:58:37.285468,pg,50,downsample_pg_day,3,23.260,31
2025-11-08T15:58:38.651243,pg,50,downsample_pg_day,4,28.576,31
2025-11-08T15:58:39.927161,pg,50,downsample_pg_day,5,28.549,31
2025-11-08T15:58:41.741598,pg,50,downsample_pg_day,6,26.177,31
2025-11-08T15:58:43.365266,pg,50,downsample_pg_day,7,22.120,31
2025-11-08T15:58:44.420610,pg,50,downsample_pg_day,8,28.175,31
2025-11-08T15:58:46.029622,pg,50,downsample_pg_day,9,27.265,31
2025-11-08T15:58:47.019590,pg,50,downsample_pg_day,10,26.715,31
