timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:09:01.904391,ts,100,count_1year,1,56.025,1
2025-11-08T16:09:03.911922,ts,100,count_1year,2,7.757,1
2025-11-08T16:09:05.461621,ts,100,count_1year,3,9.101,1
2025-11-08T16:09:06.770148,ts,100,count_1year,4,6.338,1
2025-11-08T16:09:08.157965,ts,100,count_1year,5,7.810,1
2025-11-08T16:09:09.667387,ts,100,count_1year,6,7.470,1
2025-11-08T16:09:11.482385,ts,100,count_1year,7,10.373,1
2025-11-08T16:09:13.752916,ts,100,count_1year,8,8.036,1
2025-11-08T16:09:15.315806,ts,100,count_1year,9,8.367,1
2025-11-08T16:09:16.923284,ts,100,count_1year,10,11.582,1
