timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:07:28.411529,ts,75,count_1month,1,11.882,1
2025-11-08T16:07:30.510091,ts,75,count_1month,2,1.636,1
2025-11-08T16:07:32.369633,ts,75,count_1month,3,1.534,1
2025-11-08T16:07:33.571591,ts,75,count_1month,4,1.955,1
2025-11-08T16:07:35.310272,ts,75,count_1month,5,1.557,1
2025-11-08T16:07:36.365120,ts,75,count_1month,6,2.763,1
2025-11-08T16:07:37.984872,ts,75,count_1month,7,1.571,1
2025-11-08T16:07:39.673106,ts,75,count_1month,8,3.547,1
2025-11-08T16:07:40.699780,ts,75,count_1month,9,1.211,1
2025-11-08T16:07:42.841062,ts,75,count_1month,10,1.273,1
