timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:07:58.855691,ts,75,downsample_ts_day,1,10.196,31
2025-11-08T16:07:59.936339,ts,75,downsample_ts_day,2,4.042,31
2025-11-08T16:08:01.149107,ts,75,downsample_ts_day,3,3.211,31
2025-11-08T16:08:03.286582,ts,75,downsample_ts_day,4,3.404,31
2025-11-08T16:08:04.435179,ts,75,downsample_ts_day,5,2.581,31
2025-11-08T16:08:06.270291,ts,75,downsample_ts_day,6,3.675,31
2025-11-08T16:08:07.217386,ts,75,downsample_ts_day,7,2.499,31
2025-11-08T16:08:09.555022,ts,75,downsample_ts_day,8,3.998,31
2025-11-08T16:08:10.516739,ts,75,downsample_ts_day,9,3.680,31
2025-11-08T16:08:11.395481,ts,75,downsample_ts_day,10,2.933,31
