timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:05:50.155857,ts,50,count_1day,1,17.270,1
2025-11-08T16:05:51.206977,ts,50,count_1day,2,2.651,1
2025-11-08T16:05:52.197285,ts,50,count_1day,3,2.166,1
2025-11-08T16:05:53.313106,ts,50,count_1day,4,2.172,1
2025-11-08T16:05:54.211818,ts,50,count_1day,5,2.751,1
2025-11-08T16:05:55.690580,ts,50,count_1day,6,1.826,1
2025-11-08T16:05:57.482102,ts,50,count_1day,7,1.609,1
2025-11-08T16:05:59.257595,ts,50,count_1day,8,2.053,1
2025-11-08T16:06:00.205145,ts,50,count_1day,9,1.344,1
2025-11-08T16:06:01.649472,ts,50,count_1day,10,1.884,1
