timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:03:27.822415,ts,10,count_1month,1,12.799,1
2025-11-08T16:03:28.815078,ts,10,count_1month,2,2.468,1
2025-11-08T16:03:29.850863,ts,10,count_1month,3,2.348,1
2025-11-08T16:03:31.229813,ts,10,count_1month,4,1.826,1
2025-11-08T16:03:32.489566,ts,10,count_1month,5,2.687,1
2025-11-08T16:03:35.546173,ts,10,count_1month,6,2.159,1
2025-11-08T16:03:36.844870,ts,10,count_1month,7,2.203,1
2025-11-08T16:03:38.204945,ts,10,count_1month,8,1.718,1
2025-11-08T16:03:39.222748,ts,10,count_1month,9,2.341,1
2025-11-08T16:03:40.276881,ts,10,count_1month,10,1.809,1
