timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T15:59:00.252698,pg,50,humid_cold,1,30.847,1
2025-11-08T15:59:01.588509,pg,50,humid_cold,2,25.645,1
2025-11-08T15:59:02.569018,pg,50,humid_cold,3,30.276,1
2025-11-08T15:59:03.717310,pg,50,humid_cold,4,31.391,1
2025-11-08T15:59:04.680913,pg,50,humid_cold,5,30.844,1
2025-11-08T15:59:05.585776,pg,50,humid_cold,6,30.716,1
2025-11-08T15:59:07.230249,pg,50,humid_cold,7,23.262,1
2025-11-08T15:59:08.181883,pg,50,humid_cold,8,27.955,1
2025-11-08T15:59:09.257712,pg,50,humid_cold,9,28.448,1
2025-11-08T15:59:10.235556,pg,50,humid_cold,10,28.874,1
