timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T15:58:48.510266,pg,50,humid_hot,1,30.418,1
2025-11-08T15:58:49.481979,pg,50,humid_hot,2,26.824,1
2025-11-08T15:58:50.489208,pg,50,humid_hot,3,29.444,1
2025-11-08T15:58:51.383749,pg,50,humid_hot,4,30.101,1
2025-11-08T15:58:52.306791,pg,50,humid_hot,5,29.834,1
2025-11-08T15:58:53.498562,pg,50,humid_hot,6,32.125,1
2025-11-08T15:58:54.835293,pg,50,humid_hot,7,29.006,1
2025-11-08T15:58:55.805781,pg,50,humid_hot,8,23.950,1
2025-11-08T15:58:57.271592,pg,50,humid_hot,9,29.658,1
2025-11-08T15:58:59.280479,pg,50,humid_hot,10,28.585,1
