timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T15:57:54.733960,pg,50,count_1day,1,54.043,1
2025-11-08T15:57:55.957874,pg,50,count_1day,2,23.844,1
2025-11-08T15:57:57.373224,pg,50,count_1day,3,30.136,1
2025-11-08T15:57:58.791614,pg,50,count_1day,4,30.650,1
2025-11-08T15:58:00.015123,pg,50,count_1day,5,29.187,1
2025-11-08T15:58:00.885993,pg,50,count_1day,6,28.732,1
2025-11-08T15:58:01.807397,pg,50,count_1day,7,23.799,1
2025-11-08T15:58:03.216245,pg,50,count_1day,8,28.595,1
2025-11-08T15:58:04.615946,pg,50,count_1day,9,25.274,1
2025-11-08T15:58:06.198004,pg,50,count_1day,10,29.480,1
