timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T15:57:03.532390,pg,25,count_1year,1,10.111,1
2025-11-08T15:57:04.530979,pg,25,count_1year,2,12.873,1
2025-11-08T15:57:05.775129,pg,25,count_1year,3,11.385,1
2025-11-08T15:57:06.789607,pg,25,count_1year,4,10.983,1
2025-11-08T15:57:08.303633,pg,25,count_1year,5,10.841,1
2025-11-08T15:57:09.554414,pg,25,count_1year,6,9.876,1
2025-11-08T15:57:10.563660,pg,25,count_1year,7,11.391,1
2025-11-08T15:57:12.227808,pg,25,count_1year,8,11.141,1
2025-11-08T15:57:14.749243,pg,25,count_1year,9,12.767,1
2025-11-08T15:57:16.466079,pg,25,count_1year,10,17.504,1
