timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:03:00.760188,ts,1,humid_cold,1,2.349,1
2025-11-08T16:03:02.442752,ts,1,humid_cold,2,2.614,1
2025-11-08T16:03:03.744298,ts,1,humid_cold,3,2.543,1
2025-11-08T16:03:05.256428,ts,1,humid_cold,4,2.563,1
2025-11-08T16:03:06.700586,ts,1,humid_cold,5,1.938,1
2025-11-08T16:03:07.864339,ts,1,humid_cold,6,2.514,1
2025-11-08T16:03:09.755451,ts,1,humid_cold,7,3.390,1
2025-11-08T16:03:11.338266,ts,1,humid_cold,8,2.152,1
2025-11-08T16:03:13.184909,ts,1,humid_cold,9,2.366,1
2025-11-08T16:03:14.136375,ts,1,humid_cold,10,1.874,1
