timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:04:57.936899,ts,25,count_1year,1,56.130,1
2025-11-08T16:04:59.223605,ts,25,count_1year,2,6.201,1
2025-11-08T16:05:00.437933,ts,25,count_1year,3,7.030,1
2025-11-08T16:05:01.674026,ts,25,count_1year,4,7.731,1
2025-11-08T16:05:03.171621,ts,25,count_1year,5,7.108,1
2025-11-08T16:05:04.451874,ts,25,count_1year,6,5.471,1
2025-11-08T16:05:05.458292,ts,25,count_1year,7,6.416,1
2025-11-08T16:05:06.634511,ts,25,count_1year,8,5.378,1
2025-11-08T16:05:07.740916,ts,25,count_1year,9,6.350,1
2025-11-08T16:05:09.382869,ts,25,count_1year,10,5.162,1
