timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:02:36.872467,ts,1,downsample_ts_day,1,16.954,11
2025-11-08T16:02:37.945845,ts,1,downsample_ts_day,2,3.448,11
2025-11-08T16:02:39.429164,ts,1,downsample_ts_day,3,2.990,11
2025-11-08T16:02:40.608998,ts,1,downsample_ts_day,4,3.164,11
2025-11-08T16:02:41.674553,ts,1,downsample_ts_day,5,3.237,11
2025-11-08T16:02:42.732270,ts,1,downsample_ts_day,6,2.723,11
2025-11-08T16:02:43.741536,ts,1,downsample_ts_day,7,3.075,11
2025-11-08T16:02:44.631618,ts,1,downsample_ts_day,8,3.232,11
2025-11-08T16:02:46.322899,ts,1,downsample_ts_day,9,2.582,11
2025-11-08T16:02:47.402815,ts,1,downsample_ts_day,10,2.102,11
