timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T15:55:45.735037,pg,10,count_1year,1,6.032,1
2025-11-08T15:55:46.620381,pg,10,count_1year,2,5.050,1
2025-11-08T15:55:47.520549,pg,10,count_1year,3,8.381,1
2025-11-08T15:55:49.121475,pg,10,count_1year,4,5.756,1
2025-11-08T15:55:50.241538,pg,10,count_1year,5,5.662,1
2025-11-08T15:55:51.167242,pg,10,count_1year,6,7.650,1
2025-11-08T15:55:52.119348,pg,10,count_1year,7,6.153,1
2025-11-08T15:55:54.020709,pg,10,count_1year,8,6.350,1
2025-11-08T15:55:55.934682,pg,10,count_1year,9,7.203,1
2025-11-08T15:55:57.345226,pg,10,count_1year,10,6.986,1
