timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:09:32.172689,ts,100,humid_hot,1,8.318,1
2025-11-08T16:09:33.460254,ts,100,humid_hot,2,2.970,1
2025-11-08T16:09:34.165029,ts,100,humid_hot,3,2.335,1
2025-11-08T16:09:34.821908,ts,100,humid_hot,4,2.444,1
2025-11-08T16:09:36.055379,ts,100,humid_hot,5,2.112,1
2025-11-08T16:09:36.840095,ts,100,humid_hot,6,1.782,1
2025-11-08T16:09:37.770061,ts,100,humid_hot,7,2.524,1
2025-11-08T16:09:38.641964,ts,100,humid_hot,8,1.967,1
2025-11-08T16:09:40.063289,ts,100,humid_hot,9,2.158,1
2025-11-08T16:09:41.541630,ts,100,humid_hot,10,2.750,1
