timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:01:13.580330,pg,100,downsample_pg_day,1,58.063,31
2025-11-08T16:01:14.662924,pg,100,downsample_pg_day,2,51.711,31
2025-11-08T16:01:15.606655,pg,100,downsample_pg_day,3,58.302,31
2025-11-08T16:01:16.735296,pg,100,downsample_pg_day,4,52.844,31
2025-11-08T16:01:17.848428,pg,100,downsample_pg_day,5,51.476,31
2025-11-08T16:01:18.804429,pg,100,downsample_pg_day,6,46.325,31
2025-11-08T16:01:19.780006,pg,100,downsample_pg_day,7,57.453,31
2025-11-08T16:01:21.754446,pg,100,downsample_pg_day,8,66.284,31
2025-11-08T16:01:23.471092,pg,100,downsample_pg_day,9,50.615,31
2025-11-08T16:01:24.809880,pg,100,downsample_pg_day,10,65.521,31
