timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T15:56:38.510030,pg,25,count_1day,1,37.554,1
2025-11-08T15:56:39.919307,pg,25,count_1day,2,11.698,1
2025-11-08T15:56:41.233296,pg,25,count_1day,3,11.590,1
2025-11-08T15:56:42.242453,pg,25,count_1day,4,7.847,1
2025-11-08T15:56:44.321016,pg,25,count_1day,5,9.995,1
2025-11-08T15:56:45.784347,pg,25,count_1day,6,8.912,1
2025-11-08T15:56:46.694481,pg,25,count_1day,7,9.664,1
2025-11-08T15:56:47.585823,pg,25,count_1day,8,7.597,1
2025-11-08T15:56:48.539130,pg,25,count_1day,9,8.047,1
2025-11-08T15:56:49.803565,pg,25,count_1day,10,11.827,1
