timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:07:44.579076,ts,75,count_1year,1,45.939,1
2025-11-08T16:07:46.099707,ts,75,count_1year,2,13.156,1
2025-11-08T16:07:47.422064,ts,75,count_1year,3,7.529,1
2025-11-08T16:07:48.781507,ts,75,count_1year,4,8.036,1
2025-11-08T16:07:50.979196,ts,75,count_1year,5,8.928,1
2025-11-08T16:07:52.364706,ts,75,count_1year,6,6.690,1
2025-11-08T16:07:53.342038,ts,75,count_1year,7,7.751,1
2025-11-08T16:07:55.133239,ts,75,count_1year,8,5.784,1
2025-11-08T16:07:56.890681,ts,75,count_1year,9,7.732,1
2025-11-08T16:07:57.882921,ts,75,count_1year,10,7.101,1
