timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T15:56:10.537028,pg,10,humid_hot,1,15.980,1
2025-11-08T15:56:11.790171,pg,10,humid_hot,2,7.724,1
2025-11-08T15:56:13.811706,pg,10,humid_hot,3,6.888,1
2025-11-08T15:56:14.884536,pg,10,humid_hot,4,7.943,1
2025-11-08T15:56:15.875589,pg,10,humid_hot,5,6.878,1
2025-11-08T15:56:17.061617,pg,10,humid_hot,6,6.436,1
2025-11-08T15:56:18.040271,pg,10,humid_hot,7,5.399,1
2025-11-08T15:56:19.386983,pg,10,humid_hot,8,8.581,1
2025-11-08T15:56:20.551414,pg,10,humid_hot,9,13.076,1
2025-11-08T15:56:22.481303,pg,10,humid_hot,10,7.671,1
