timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T15:56:51.548688,pg,25,count_1month,1,10.684,1
2025-11-08T15:56:52.871663,pg,25,count_1month,2,12.822,1
2025-11-08T15:56:53.952421,pg,25,count_1month,3,9.437,1
2025-11-08T15:56:54.874097,pg,25,count_1month,4,9.729,1
2025-11-08T15:56:55.919377,pg,25,count_1month,5,11.862,1
2025-11-08T15:56:56.883070,pg,25,count_1month,6,7.953,1
2025-11-08T15:56:57.989935,pg,25,count_1month,7,11.094,1
2025-11-08T15:56:59.263180,pg,25,count_1month,8,9.862,1
2025-11-08T15:57:00.240627,pg,25,count_1month,9,11.036,1
2025-11-08T15:57:02.130630,pg,25,count_1month,10,9.565,1
