timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:00:19.863328,pg,75,humid_cold,1,35.734,1
2025-11-08T16:00:20.968883,pg,75,humid_cold,2,41.488,1
2025-11-08T16:00:22.426833,pg,75,humid_cold,3,40.151,1
2025-11-08T16:00:23.520453,pg,75,humid_cold,4,40.770,1
2025-11-08T16:00:24.668524,pg,75,humid_cold,5,43.047,1
2025-11-08T16:00:25.971339,pg,75,humid_cold,6,41.599,1
2025-11-08T16:00:27.685666,pg,75,humid_cold,7,58.304,1
2025-11-08T16:00:28.882983,pg,75,humid_cold,8,42.062,1
2025-11-08T16:00:30.816168,pg,75,humid_cold,9,39.035,1
2025-11-08T16:00:32.428484,pg,75,humid_cold,10,33.453,1
