timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:02:08.083283,ts,1,count_1month,1,13.730,1
2025-11-08T16:02:10.698678,ts,1,count_1month,2,1.865,1
2025-11-08T16:02:11.936459,ts,1,count_1month,3,1.460,1
2025-11-08T16:02:13.360431,ts,1,count_1month,4,2.115,1
2025-11-08T16:02:14.627714,ts,1,count_1month,5,1.644,1
2025-11-08T16:02:15.621022,ts,1,count_1month,6,2.426,1
2025-11-08T16:02:17.107979,ts,1,count_1month,7,2.385,1
2025-11-08T16:02:18.485751,ts,1,count_1month,8,2.705,1
2025-11-08T16:02:19.708084,ts,1,count_1month,9,1.928,1
2025-11-08T16:02:21.279435,ts,1,count_1month,10,2.062,1
