timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:04:17.741192,ts,10,humid_cold,1,2.602,1
2025-11-08T16:04:18.663087,ts,10,humid_cold,2,2.098,1
2025-11-08T16:04:19.781189,ts,10,humid_cold,3,2.651,1
2025-11-08T16:04:20.811733,ts,10,humid_cold,4,2.774,1
2025-11-08T16:04:22.953453,ts,10,humid_cold,5,2.429,1
2025-11-08T16:04:24.006422,ts,10,humid_cold,6,2.861,1
2025-11-08T16:04:25.118299,ts,10,humid_cold,7,2.791,1
2025-11-08T16:04:26.154141,ts,10,humid_cold,8,2.389,1
2025-11-08T16:04:27.494971,ts,10,humid_cold,9,2.835,1
2025-11-08T16:04:28.865295,ts,10,humid_cold,10,2.198,1
