timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:08:27.630617,ts,75,humid_cold,1,3.747,1
2025-11-08T16:08:28.762588,ts,75,humid_cold,2,3.293,1
2025-11-08T16:08:29.870667,ts,75,humid_cold,3,2.447,1
2025-11-08T16:08:30.815563,ts,75,humid_cold,4,2.735,1
2025-11-08T16:08:31.885873,ts,75,humid_cold,5,3.029,1
2025-11-08T16:08:33.137557,ts,75,humid_cold,6,3.099,1
2025-11-08T16:08:34.253359,ts,75,humid_cold,7,1.794,1
2025-11-08T16:08:35.130730,ts,75,humid_cold,8,2.899,1
2025-11-08T16:08:35.852316,ts,75,humid_cold,9,3.268,1
2025-11-08T16:08:36.661184,ts,75,humid_cold,10,2.455,1
