timestamp,db,scale,query_name,run_index,elapsed_ms,row_count
2025-11-08T16:01:00.929848,pg,100,count_1year,1,54.771,1
2025-11-08T16:01:02.173850,pg,100,count_1year,2,49.682,1
2025-11-08T16:01:03.180030,pg,100,count_1year,3,54.945,1
2025-11-08T16:01:04.794882,pg,100,count_1year,4,51.811,1
2025-11-08T16:01:05.890010,pg,100,count_1year,5,52.028,1
2025-11-08T16:01:07.430410,pg,100,count_1year,6,59.110,1
2025-11-08T16:01:08.449727,pg,100,count_1year,7,54.729,1
2025-11-08T16:01:10.131458,pg,100,count_1year,8,55.158,1
2025-11-08T16:01:11.251534,pg,100,count_1year,9,52.702,1
2025-11-08T16:01:12.592956,pg,100,count_1year,10,52.933,1
