timestamp,db,threads,query_name,elapsed_ms,row_count
2025-11-08T16:18:13.807254,ts,16,humid_hot,15.814,1
2025-11-08T16:18:13.807296,ts,16,humid_cold,3.840,1
2025-11-08T16:18:13.807307,ts,16,humid_hot,1.760,1
2025-11-08T16:18:13.807319,ts,16,count_1month,1.842,1
2025-11-08T16:18:13.807327,ts,16,humid_hot,1.939,1
2025-11-08T16:18:13.807334,ts,16,count_1month,4.736,1
2025-11-08T16:18:13.807341,ts,16,humid_hot,5.051,1
2025-11-08T16:18:13.807350,ts,16,humid_cold,17.129,1
2025-11-08T16:18:13.807363,ts,16,count_1day,1.259,1
2025-11-08T16:18:13.807373,ts,16,count_1month,1.813,1
2025-11-08T16:18:13.807386,ts,16,humid_cold,3.997,1
2025-11-08T16:18:13.807396,ts,16,count_1month,2.500,1
2025-11-08T16:18:13.807407,ts,16,count_1month,2.144,1
2025-11-08T16:18:13.807415,ts,16,humid_hot,4.658,1
2025-11-08T16:18:13.807423,ts,16,count_1day,2.553,1
2025-11-08T16:18:13.807434,ts,16,count_1month,14.949,1
2025-11-08T16:18:13.807445,ts,16,humid_cold,4.882,1
2025-11-08T16:18:13.807458,ts,16,downsample_ts_day,4.968,31
2025-11-08T16:18:13.807470,ts,16,downsample_ts_day,3.581,31
2025-11-08T16:18:13.807481,ts,16,downsample_ts_day,3.054,31
2025-11-08T16:18:13.807492,ts,16,downsample_ts_day,3.987,31
2025-11-08T16:18:13.807504,ts,16,count_1day,2.800,1
2025-11-08T16:18:13.807517,ts,16,count_1day,1.159,1
2025-11-08T16:18:13.807528,ts,16,count_1month,14.751,1
2025-11-08T16:18:13.807541,ts,16,count_1day,1.221,1
2025-11-08T16:18:13.807553,ts,16,humid_cold,3.412,1
2025-11-08T16:18:13.807564,ts,16,humid_hot,4.210,1
2025-11-08T16:18:13.807576,ts,16,count_1month,3.506,1
2025-11-08T16:18:13.807586,ts,16,humid_cold,5.696,1
2025-11-08T16:18:13.807595,ts,16,humid_hot,2.078,1
2025-11-08T16:18:13.807607,ts,16,count_1day,1.314,1
2025-11-08T16:18:13.807615,ts,16,humid_hot,3.255,1
2025-11-08T16:18:13.807622,ts,16,count_1month,18.957,1
2025-11-08T16:18:13.807630,ts,16,humid_hot,8.404,1
2025-11-08T16:18:13.807638,ts,16,count_1day,3.922,1
2025-11-08T16:18:13.807650,ts,16,count_1day,1.283,1
2025-11-08T16:18:13.807659,ts,16,humid_cold,2.880,1
2025-11-08T16:18:13.807674,ts,16,humid_cold,2.163,1
2025-11-08T16:18:13.807682,ts,16,count_1day,1.400,1
2025-11-08T16:18:13.807689,ts,16,count_1day,2.308,1
2025-11-08T16:18:13.807696,ts,16,humid_cold,3.580,1
2025-11-08T16:18:13.807703,ts,16,downsample_ts_day,18.746,31
2025-11-08T16:18:13.807711,ts,16,count_1day,2.289,1
