timestamp,db,threads,query_name,elapsed_ms,row_count
2025-11-08T16:18:10.589894,pg,8,downsample_pg_day,90.822,31
2025-11-08T16:18:10.589930,pg,8,count_1month,45.259,1
2025-11-08T16:18:10.589938,pg,8,count_1month,41.549,1
2025-11-08T16:18:10.589944,pg,8,downsample_pg_day,40.652,31
2025-11-08T16:18:10.589951,pg,8,humid_hot,48.199,1
2025-11-08T16:18:10.589957,pg,8,humid_hot,54.390,1
2025-11-08T16:18:10.589963,pg,8,downsample_pg_day,51.980,31
2025-11-08T16:18:10.589969,pg,8,count_1month,52.963,1
2025-11-08T16:18:10.589976,pg,8,humid_cold,50.878,1
2025-11-08T16:18:10.589982,pg,8,count_1day,43.574,1
2025-11-08T16:18:10.589988,pg,8,humid_hot,44.983,1
2025-11-08T16:18:10.589994,pg,8,humid_hot,45.453,1
2025-11-08T16:18:10.590000,pg,8,count_1day,43.452,1
2025-11-08T16:18:10.590006,pg,8,downsample_pg_day,40.111,31
2025-11-08T16:18:10.590012,pg,8,count_1month,115.308,1
2025-11-08T16:18:10.590018,pg,8,downsample_pg_day,66.165,31
2025-11-08T16:18:10.590025,pg,8,count_1month,57.385,1
2025-11-08T16:18:10.590031,pg,8,count_1month,39.947,1
2025-11-08T16:18:10.590037,pg,8,downsample_pg_day,51.940,31
2025-11-08T16:18:10.590043,pg,8,humid_hot,51.390,1
2025-11-08T16:18:10.590049,pg,8,humid_hot,33.879,1
2025-11-08T16:18:10.590055,pg,8,count_1day,35.029,1
2025-11-08T16:18:10.590061,pg,8,count_1month,104.225,1
2025-11-08T16:18:10.590067,pg,8,downsample_pg_day,42.454,31
2025-11-08T16:18:10.590073,pg,8,humid_hot,71.082,1
2025-11-08T16:18:10.590078,pg,8,count_1day,61.670,1
2025-11-08T16:18:10.590084,pg,8,humid_hot,68.883,1
2025-11-08T16:18:10.590090,pg,8,count_1day,40.085,1
2025-11-08T16:18:10.590096,pg,8,downsample_pg_day,46.735,31
2025-11-08T16:18:10.590102,pg,8,count_1month,38.805,1
2025-11-08T16:18:10.590107,pg,8,humid_hot,115.889,1
2025-11-08T16:18:10.590113,pg,8,count_1month,52.819,1
2025-11-08T16:18:10.590119,pg,8,downsample_pg_day,54.399,31
2025-11-08T16:18:10.590125,pg,8,humid_hot,62.154,1
2025-11-08T16:18:10.590131,pg,8,downsample_pg_day,56.929,31
2025-11-08T16:18:10.590137,pg,8,count_1day,54.122,1
2025-11-08T16:18:10.590143,pg,8,humid_cold,54.116,1
2025-11-08T16:18:10.590149,pg,8,count_1month,42.001,1
2025-11-08T16:18:10.590155,pg,8,humid_hot,115.704,1
2025-11-08T16:18:10.590161,pg,8,count_1month,53.385,1
2025-11-08T16:18:10.590167,pg,8,humid_cold,63.634,1
2025-11-08T16:18:10.590173,pg,8,count_1day,53.175,1
2025-11-08T16:18:10.590178,pg,8,count_1month,55.732,1
2025-11-08T16:18:10.590184,pg,8,count_1day,50.179,1
2025-11-08T16:18:10.590190,pg,8,humid_cold,45.747,1
2025-11-08T16:18:10.590196,pg,8,count_1month,38.503,1
2025-11-08T16:18:10.590201,pg,8,humid_cold,43.425,1
2025-11-08T16:18:10.590207,pg,8,count_1month,111.747,1
2025-11-08T16:18:10.590213,pg,8,count_1month,52.014,1
2025-11-08T16:18:10.590219,pg,8,humid_hot,64.774,1
2025-11-08T16:18:10.590225,pg,8,count_1month,53.795,1
2025-11-08T16:18:10.590231,pg,8,count_1month,46.509,1
2025-11-08T16:18:10.590237,pg,8,downsample_pg_day,56.885,31
2025-11-08T16:18:10.590243,pg,8,count_1day,53.206,1
2025-11-08T16:18:10.590249,pg,8,humid_hot,52.048,1
2025-11-08T16:18:10.590254,pg,8,count_1day,36.232,1
2025-11-08T16:18:10.590260,pg,8,humid_cold,136.040,1
2025-11-08T16:18:10.590266,pg,8,downsample_pg_day,47.637,31
2025-11-08T16:18:10.590272,pg,8,humid_hot,45.571,1
2025-11-08T16:18:10.590278,pg,8,humid_hot,65.928,1
2025-11-08T16:18:10.590284,pg,8,count_1month,59.313,1
2025-11-08T16:18:10.590290,pg,8,count_1day,53.630,1
2025-11-08T16:18:10.590306,pg,8,downsample_pg_day,54.612,31
2025-11-08T16:18:10.590312,pg,8,downsample_pg_day,34.839,31
2025-11-08T16:18:10.590319,pg,8,humid_hot,31.106,1
2025-11-08T16:18:10.590325,pg,8,downsample_pg_day,27.676,31
