timestamp,db,threads,query_name,elapsed_ms,row_count
2025-11-08T16:18:13.680983,ts,4,humid_cold,13.403,1
2025-11-08T16:18:13.681014,ts,4,count_1month,2.010,1
2025-11-08T16:18:13.681022,ts,4,humid_cold,1.569,1
2025-11-08T16:18:13.681029,ts,4,count_1day,1.203,1
2025-11-08T16:18:13.681036,ts,4,count_1day,1.257,1
2025-11-08T16:18:13.681042,ts,4,humid_cold,2.005,1
2025-11-08T16:18:13.681049,ts,4,humid_cold,2.035,1
2025-11-08T16:18:13.681055,ts,4,humid_cold,10.526,1
2025-11-08T16:18:13.681061,ts,4,humid_cold,1.736,1
2025-11-08T16:18:13.681068,ts,4,humid_cold,1.910,1
2025-11-08T16:18:13.681074,ts,4,count_1day,0.962,1
2025-11-08T16:18:13.681081,ts,4,count_1day,0.806,1
2025-11-08T16:18:13.681088,ts,4,humid_cold,1.107,1
2025-11-08T16:18:13.681094,ts,4,humid_cold,1.346,1
2025-11-08T16:18:13.681100,ts,4,count_1month,1.856,1
2025-11-08T16:18:13.681107,ts,4,count_1month,2.216,1
2025-11-08T16:18:13.681113,ts,4,humid_cold,2.149,1
2025-11-08T16:18:13.681119,ts,4,count_1day,9.263,1
2025-11-08T16:18:13.681125,ts,4,humid_cold,4.113,1
2025-11-08T16:18:13.681131,ts,4,humid_cold,2.283,1
2025-11-08T16:18:13.681138,ts,4,count_1month,1.761,1
2025-11-08T16:18:13.681144,ts,4,humid_hot,2.876,1
2025-11-08T16:18:13.681150,ts,4,humid_cold,2.126,1
2025-11-08T16:18:13.681156,ts,4,count_1month,2.020,1
2025-11-08T16:18:13.681163,ts,4,count_1day,1.275,1
2025-11-08T16:18:13.681169,ts,4,humid_hot,1.322,1
2025-11-08T16:18:13.681175,ts,4,count_1month,1.622,1
2025-11-08T16:18:13.681182,ts,4,downsample_ts_day,14.710,31
2025-11-08T16:18:13.681188,ts,4,humid_hot,4.561,1
2025-11-08T16:18:13.681195,ts,4,count_1month,1.914,1
2025-11-08T16:18:13.681201,ts,4,humid_hot,1.647,1
2025-11-08T16:18:13.681207,ts,4,humid_cold,2.011,1
2025-11-08T16:18:13.681214,ts,4,count_1day,1.463,1
2025-11-08T16:18:13.681220,ts,4,humid_cold,1.968,1
2025-11-08T16:18:13.681226,ts,4,downsample_ts_day,2.580,31
2025-11-08T16:18:13.681232,ts,4,count_1day,0.993,1
