timestamp,db,threads,query_name,elapsed_ms,row_count
2025-11-08T16:18:13.606220,pg,32,count_1day,175.346,1
2025-11-08T16:18:13.606260,pg,32,count_1day,59.120,1
2025-11-08T16:18:13.606273,pg,32,count_1day,55.138,1
2025-11-08T16:18:13.606284,pg,32,downsample_pg_day,57.425,31
2025-11-08T16:18:13.606294,pg,32,humid_cold,65.942,1
2025-11-08T16:18:13.606304,pg,32,downsample_pg_day,56.602,31
2025-11-08T16:18:13.606313,pg,32,count_1day,145.714,1
2025-11-08T16:18:13.606323,pg,32,humid_hot,64.242,1
2025-11-08T16:18:13.606333,pg,32,count_1day,53.130,1
2025-11-08T16:18:13.606342,pg,32,humid_cold,63.736,1
2025-11-08T16:18:13.606351,pg,32,downsample_pg_day,61.943,31
2025-11-08T16:18:13.606361,pg,32,count_1day,57.905,1
2025-11-08T16:18:13.606370,pg,32,count_1month,54.128,1
2025-11-08T16:18:13.606379,pg,32,count_1day,61.627,1
2025-11-08T16:18:13.606388,pg,32,downsample_pg_day,131.639,31
2025-11-08T16:18:13.606398,pg,32,humid_cold,283.780,1
2025-11-08T16:18:13.606407,pg,32,downsample_pg_day,126.567,31
2025-11-08T16:18:13.606417,pg,32,humid_hot,99.712,1
2025-11-08T16:18:13.606426,pg,32,humid_cold,70.174,1
2025-11-08T16:18:13.606435,pg,32,downsample_pg_day,74.502,31
2025-11-08T16:18:13.606444,pg,32,downsample_pg_day,80.521,31
2025-11-08T16:18:13.606453,pg,32,humid_cold,71.262,1
2025-11-08T16:18:13.606462,pg,32,count_1day,57.584,1
2025-11-08T16:18:13.606471,pg,32,humid_hot,261.309,1
2025-11-08T16:18:13.606546,pg,32,count_1day,73.027,1
2025-11-08T16:18:13.606557,pg,32,downsample_pg_day,54.478,31
2025-11-08T16:18:13.606566,pg,32,humid_hot,61.848,1
2025-11-08T16:18:13.606575,pg,32,count_1month,52.676,1
2025-11-08T16:18:13.606585,pg,32,downsample_pg_day,55.142,31
2025-11-08T16:18:13.606594,pg,32,humid_hot,64.362,1
2025-11-08T16:18:13.606603,pg,32,downsample_pg_day,69.392,31
2025-11-08T16:18:13.606612,pg,32,downsample_pg_day,122.897,31
2025-11-08T16:18:13.606622,pg,32,count_1day,324.097,1
2025-11-08T16:18:13.606632,pg,32,downsample_pg_day,93.220,31
2025-11-08T16:18:13.606641,pg,32,humid_hot,66.328,1
2025-11-08T16:18:13.606650,pg,32,humid_cold,66.001,1
2025-11-08T16:18:13.606659,pg,32,humid_hot,122.261,1
2025-11-08T16:18:13.606668,pg,32,count_1month,54.402,1
2025-11-08T16:18:13.606677,pg,32,humid_hot,64.188,1
2025-11-08T16:18:13.606686,pg,32,downsample_pg_day,56.022,31
2025-11-08T16:18:13.606696,pg,32,count_1month,55.500,1
2025-11-08T16:18:13.606705,pg,32,downsample_pg_day,168.033,31
2025-11-08T16:18:13.606715,pg,32,downsample_pg_day,71.585,31
2025-11-08T16:18:13.606724,pg,32,humid_hot,113.251,1
2025-11-08T16:18:13.606733,pg,32,count_1day,213.059,1
2025-11-08T16:18:13.606742,pg,32,humid_cold,117.845,1
2025-11-08T16:18:13.606752,pg,32,humid_cold,146.143,1
2025-11-08T16:18:13.606774,pg,32,count_1day,122.711,1
2025-11-08T16:18:13.606784,pg,32,count_1month,55.374,1
2025-11-08T16:18:13.606793,pg,32,count_1month,325.542,1
2025-11-08T16:18:13.606803,pg,32,count_1month,64.091,1
2025-11-08T16:18:13.606812,pg,32,humid_cold,74.103,1
2025-11-08T16:18:13.606821,pg,32,downsample_pg_day,135.909,31
2025-11-08T16:18:13.606831,pg,32,humid_hot,246.756,1
2025-11-08T16:18:13.606840,pg,32,count_1day,57.017,1
2025-11-08T16:18:13.606849,pg,32,humid_cold,67.647,1
2025-11-08T16:18:13.606858,pg,32,count_1day,57.745,1
2025-11-08T16:18:13.606868,pg,32,humid_hot,66.867,1
2025-11-08T16:18:13.606876,pg,32,count_1month,63.871,1
2025-11-08T16:18:13.606886,pg,32,count_1month,107.654,1
2025-11-08T16:18:13.606895,pg,32,humid_hot,240.799,1
2025-11-08T16:18:13.606904,pg,32,humid_hot,385.285,1
2025-11-08T16:18:13.606913,pg,32,humid_hot,148.262,1
2025-11-08T16:18:13.606923,pg,32,downsample_pg_day,103.091,31
2025-11-08T16:18:13.606933,pg,32,humid_hot,93.144,1
2025-11-08T16:18:13.606942,pg,32,humid_hot,97.592,1
2025-11-08T16:18:13.606951,pg,32,downsample_pg_day,111.853,31
2025-11-08T16:18:13.606961,pg,32,count_1month,212.422,1
2025-11-08T16:18:13.606971,pg,32,humid_cold,273.315,1
2025-11-08T16:18:13.606980,pg,32,downsample_pg_day,119.729,31
2025-11-08T16:18:13.606989,pg,32,humid_cold,122.409,1
2025-11-08T16:18:13.606998,pg,32,downsample_pg_day,96.112,31
2025-11-08T16:18:13.607008,pg,32,humid_cold,96.213,1
2025-11-08T16:18:13.607017,pg,32,downsample_pg_day,107.077,31
2025-11-08T16:18:13.607026,pg,32,downsample_pg_day,101.179,31
2025-11-08T16:18:13.607036,pg,32,downsample_pg_day,67.691,31
2025-11-08T16:18:13.607046,pg,32,count_1month,64.692,1
2025-11-08T16:18:13.607056,pg,32,count_1month,545.539,1
