timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-07T22:57:44.017971,pg,count_1day,1,1659.6806049346924,1
2025-11-07T22:57:46.983012,pg,count_1day,2,1552.4227619171143,1
2025-11-07T22:57:49.607122,pg,count_1day,3,1425.86350440979,1
2025-11-07T22:57:52.285589,pg,count_1day,4,1213.646411895752,1
2025-11-07T22:57:54.580419,pg,count_1day,5,1214.2417430877686,1
2025-11-07T22:57:56.800918,pg,count_1day,6,1217.742681503296,1
2025-11-07T22:57:59.142458,pg,count_1day,7,1260.8695030212402,1
2025-11-07T22:58:01.513245,pg,count_1day,8,1295.0844764709473,1
2025-11-07T22:58:04.005370,pg,count_1day,9,1245.1720237731934,1
2025-11-07T22:58:06.303385,pg,count_1day,10,1285.067081451416,1
