timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-07T15:22:00.373778,pg,count_1hour,1,1386.3112926483154,1
2025-11-07T15:22:01.729271,pg,count_1hour,2,1355.3481101989746,1
2025-11-07T15:22:03.054231,pg,count_1hour,3,1324.8131275177002,1
2025-11-07T15:22:04.363407,pg,count_1hour,4,1309.0317249298096,1
2025-11-07T15:22:05.646836,pg,count_1hour,5,1283.3027839660645,1
2025-11-07T15:22:06.943274,pg,count_1hour,6,1296.308994293213,1
2025-11-07T15:22:08.259774,pg,count_1hour,7,1316.370964050293,1
2025-11-07T15:22:09.560260,pg,count_1hour,8,1300.3389835357666,1
2025-11-07T15:22:10.855485,pg,count_1hour,9,1295.0725555419922,1
2025-11-07T15:22:12.139096,pg,count_1hour,10,1283.473253250122,1
